College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
TKM Institute of Technology,Co-Ed,25 Acres,1067,83,2002,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kollam,Kerala,India,Private,330000.0
MS Engineering College,Co-Ed,25 Acres,580,129,2002,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, Transport, Alumni Associations",Bengaluru,Karnataka,India,Private,168692.50000000003
MKSSS's Cummins College of Engineering for Women,Female,4 Acres,2631,128,1991,3.16,"Savitribai Phule Pune University, Pune",B.Tech Mechanical Engineering,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900.0
National Institute of Electronics and Information Technology,Co-Ed,18 Acres,325,36,1987,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,"Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Aurangabad,Maharashtra,India,Public/Government,143937.5
CMR University,Co-Ed,60 Acres,2040,117,2013,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, IT Infrastructure, Transport",Bengaluru,Karnataka,India,Private,118437.5
Gayatri Vidya Parishad College for Degree and PG Courses,Co-Ed,,4280,94,1989,,"Andhra University, Visakhapatnam","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Visakhapatnam,Andhra Pradesh,India,Private,201666.66666666666
Cooch Behar Government Engineering College,Co-Ed,20 Acres,781,32,2016,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Cooch Behar,West Bengal,India,Public/Government,39700.0
Government Engineering College,Co-Ed,,2610,79,2004,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories",Rajkot,Gujarat,India,Public/Government,6000.0
Sikkim Manipal Institute of Technology,Co-Ed,35 Acres,2107,209,1997,,"Sikkim Manipal University, Gangtok","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations",Majitar,Sikkim,India,Private,610571.4285714285
IMS Engineering College,Co-Ed,,2847,207,2002,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,454818.1818181818
Govind Ballabh Pant University of Agriculture and Technology,Co-Ed,16000 Acres,,514,1960,,,"B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Pantnagar,Uttarakhand,India,Public/Government,137928.36363636365
Amity University,Co-Ed,40 Acres,,289,2004,,"Amity University, Noida","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Moot Court, Laboratories, Banks Facilities",Lucknow,Uttar Pradesh,India,Private,453368.0
Amity University,Co-Ed,150 Acres,2674,210,2008,,,"B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Moot Court, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Jaipur,Rajasthan,India,Private,407035.39823008847
GH Raisoni Academy of Engineering and Technology,Co-Ed,3 Acres,1056,74,2010,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Nagpur,Maharashtra,India,Private,275000.0
IK Gujral Punjab Technical University,Co-Ed,78 Acres,1505,77,1997,,,"B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, IT Infrastructure, Transport, Alumni Associations",Kapurthala,Punjab,India,Public/Government,274623.4554973822
Indian Institute of Carpet Technology,Co-Ed,10 Acres,181,15,2001,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Bhadohi,Uttar Pradesh,India,Public/Government,291000.0
Ramrao Adik Institute of Technology,Co-Ed,,3927,228,1983,3.09,"University of Mumbai, Mumbai",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,401153.8461538461
Dr Harisingh Gour Vishwavidyalaya,Co-Ed,1300 Acres,5941,221,1946,3.04,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Guest Room, Banks Facilities",Sagar,Madhya Pradesh,India,Public/Government,15812.30452674897
KLE Institute of Technology,Co-Ed,,,113,2008,,"Visvesvaraya Technological University, Belagavi","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Library, Sports, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Hubli,Karnataka,India,Private,220125.0
Guru Teg Bahadur Institute of Technology,Co-Ed,,1778,48,1999,,"Guru Gobind Singh Indraprastha University, Delhi","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",New Delhi,Delhi,India,Private,348000.0
Gudlavalleru Engineering College,Co-Ed,13 Acres,4173,276,1998,3.07,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Gudlavalleru,Andhra Pradesh,India,Private,236241.66666666666
Aditya Engineering College,Co-Ed,180 Acres,5762,356,2001,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Surampalem,Andhra Pradesh,India,Private,163440.0
Dr Ram Manohar Lohia Avadh University,Co-Ed,112 Acres,2742,72,1975,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Faizabad,Uttar Pradesh,India,Public/Government,456867.4358974359
Chaudhary Charan Singh University,Co-Ed,222 Acres,2423,247,1965,2.84,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Meerut,Uttar Pradesh,India,Public/Government,423770.4285714286
Institute of Technology and Management Universe,Co-Ed,50 Acres,1171,125,2011,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Paldi,Gujarat,India,Private,312727.2727272727
Sambhram Institute of Technology,Co-Ed,10 Acres,1956,218,2001,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Bengaluru,Karnataka,India,Private,238066.66666666666
Institute of Engineering and Rural Technology,Co-Ed,27 Acres,679,28,1955,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Medical/Hospital, IT Infrastructure, Laboratories, Banks Facilities",Allahabad,Uttar Pradesh,India,Public/Government,262000.0
North Eastern Regional Institute of Science and Technology,Co-Ed,515 Acres,1860,136,2005,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Guest Room, Banks Facilities",Itanagar,Arunachal Pradesh,India,Public/Government,43614.28571428572
ABES Institute of Technology,Co-Ed,,1696,144,2007,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Guest Room",Ghaziabad,Uttar Pradesh,India,Private,529000.0
Lakshmi Narain College of Technology and Science,Co-Ed,,2151,142,2006,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Bhopal,Madhya Pradesh,India,Private,195500.0
Dr Babasaheb Ambedkar Marathwada University,Co-Ed,725 Acres,4495,211,1958,3.22,,"B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Public/Government,127575.81081081081
Babu Banarasi Das National Institute of Technology and Management,Co-Ed,,,221,1998,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Banks Facilities",Lucknow,Uttar Pradesh,India,Private,422214.28571428574
Gaya College of Engineering,Co-Ed,87 Acres,860,12,2008,,"Aryabhatta Knowledge University, Patna","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories, Alumni Associations",Gaya,Bihar,India,Public/Government,77880.0
PSIT-Pranveer Singh Institute of Technology,Co-Ed,80 Acres,3640,218,2004,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Kanpur,Uttar Pradesh,India,Private,232250.0
Sarvajanik College of Engineering and Technology,Co-Ed,,3364,144,1995,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Surat,Gujarat,India,Private,403444.44444444444
Indo Global College of Engineering,Co-Ed,60 Acres,1120,125,2003,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",New Chandigarh,Punjab,India,Private,214890.0
National Power Training Institute,Co-Ed,,115,5,1968,,"Maulana Abul Kalam Azad University of Technology, Kolkata",,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Classrooms, Laboratories",Durgapur,West Bengal,India,Public/Government,247333.33333333334
Indus University,Co-Ed,16 Acres,3740,144,2012,,,"B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Ahmedabad,Gujarat,India,Private,283266.6666666667
Sarvepalli Radhakrishnan University,Co-Ed,,3635,1387,2015,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Banks Facilities",Bhopal,Madhya Pradesh,India,Private,390816.32653061225
University of Kerala,Co-Ed,,19718,172,1937,3.03,,"B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Thiruvananthapuram,Kerala,India,Public/Government,80572.79220779221
Noida International University,Co-Ed,75 Acres,1927,135,2011,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Noida,Uttar Pradesh,India,Private,208183.4319526627
Gandhi Institute for Technological Advancement,Co-Ed,,2371,179,2004,3.3,"Biju Patnaik University of Technology, Rourkela","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Badaraghunathpur,Odisha,India,Private,393071.4285714286
Walchand Institute of Technology,Co-Ed,22 Acres,2551,156,1983,3.26,"Solapur University, Solapur","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3076923077
Malla Reddy Engineering College for Women,Female,,2611,183,2008,3.05,"Jawaharlal Nehru Technological University, Hyderabad",B.Tech Electronics and Communication Engineering,"Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Secunderabad,Telangana,India,Private,121142.85714285714
University College of Engineering,Co-Ed,500 Acres,697,18,1956,,"Kakatiya University, Warangal","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Kothagudem,Telangana,India,Public/Government,80000.0
BVRIT Hyderabad College of Engineering for Women,Female,,1559,98,2012,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Hyderabad,Telangana,India,Private,260000.0
Poornima College of Engineering,Co-Ed,,2538,156,2000,,"Rajasthan Technical University, Kota","B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Jaipur,Rajasthan,India,Private,269500.0
Mangalore Institute of Technology and Engineering,Co-Ed,70 Acres,2853,186,2007,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Mangalore,Karnataka,India,Private,342857.14285714284
Government Engineering College,Co-Ed,,1148,35,1964,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai","B.Tech Electrical Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Bilaspur,Chhattisgarh,India,Public/Government,80560.0
Bapuji Institute of Engineering and Technology,Co-Ed,63 Acres,3416,149,1979,3.1,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Davanagere,Karnataka,India,Private,799470.5882352941
School of Planning and Architecture Bhopal ,Co-Ed,75 Acres,731,41,2008,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Bhopal,Madhya Pradesh,India,Public/Government,208000.0
Gauhati University,Co-Ed,650 Acres,20275,349,1948,3.04,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Guwahati,Assam,India,Public/Government,70953.54430379746
Indian Institute of Information Technology,Co-Ed,,245,,2016,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure",Ranchi,Jharkhand,India,Private,1019999.9999999999
Meghnad Saha Institute of Technology,Co-Ed,,333,125,2001,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Alumni Associations, Parking Facility, Banks Facilities",South 24 Parganas,West Bengal,India,Private,256909.0909090909
Dehradun Institute of Technology,Co-Ed,,,24,1998,,"Uttarakhand Technical University, Dehradun","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Cafeteria, IT Infrastructure",Dehradun,Uttarakhand,India,Private,677661.9047619047
Amritsar College of Engineering and Technology,Co-Ed,11 Acres,2658,168,2002,3.05,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Amritsar,Punjab,India,Private,294750.0
Marine Engineering and Research Institute,Co-Ed,,,13,1949,,"Indian Maritime University, Kolkata Campus",,"Boys Hostel, Girls Hostel, Gym, Sports, Cafeteria, IT Infrastructure, Laboratories, Swimming Pool",Kolkata,West Bengal,India,Public/Government,583333.3333333334
Sahyadri College of Engineering and Management,Co-Ed,,,196,2007,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Mangaluru,Karnataka,India,Private,174900.00000000003
Jeppiaar Engineering College,Co-Ed,48 Acres,3811,285,2001,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Banks Facilities",Chennai,Tamil Nadu,India,Private,150000.0
IEC University,Co-Ed,15 Acres,,54,2012,,,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Moot Court, Laboratories, Alumni Associations",Solan,Himachal Pradesh,India,Private,232142.85714285713
College of Engineering,Co-Ed,,1477,47,1993,,"Cochin University of Science and Technology, Kochi","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Chengannur,Kerala,India,Public/Government,176666.66666666666
Indian Institute of Technology Goa ,Co-Ed,300 Acres,275,38,2016,,,"B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Ponda,Goa,India,Public/Government,501474.28571428574
Indian Institute of Information Technology,Co-Ed,,185,14,2015,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories",Imphal,Manipur,India,Private,748000.0
