College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
SB Patil College of Engineering,Co-Ed,44 Acres,1055,56,2009,2.45,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Vangali,Maharashtra,India,Private,314500.0
Sampoorna Institute of Technology and Research,Co-Ed,,252,77,1994,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Swimming Pool, Guest Room",Bengaluru,Karnataka,India,Private,200000.0
St Thomas Institute for Science and Technology,Co-Ed,20 Acres,558,68,2010,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Chanthavila,Kerala,India,Private,300000.0
Royal School of Engineering and Technology,Co-Ed,27 Acres,353,55,2009,,"Royal Global University, Guwahati","B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Guest Room, Banks Facilities",Guwahati,Assam,India,Private,406333.3333333333
JECRC UDML College of Engineering,Co-Ed,,,120,2007,,"Rajasthan Technical University, Kota","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories",Kookas,Rajasthan,India,Private,286000.0
VVP Engineering College,Co-Ed,30 Acres,2467,73,1996,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility",Vajdi,Gujarat,India,Private,269600.0
Maharaja Agrasain Institute of Technology,Co-Ed,16 Acres,,48,2008,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Convenience Store",Pilkhuwa,Uttar Pradesh,India,Private,277500.0
Shri S'ad Vidya Mandal Institute of Technology,Co-Ed,,1760,65,1996,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Parking Facility, Guest Room, Banks Facilities",Bharuch,Gujarat,India,Private,199000.0
Tripura Institute of Technology,Co-Ed,100 Acres,1612,60,1958,,"Tripura University, Suryamaninagar","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Banks Facilities",Agartala,Tripura,India,Public/Government,27230.76923076923
Sobhasaria Group of Institutions,Co-Ed,38 Acres,666,124,1999,,"Bikaner Technical University, Bikaner","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room, Banks Facilities",Sikar,Rajasthan,India,Private,194416.66666666666
SLC's Institute of Engineering and Technology,Co-Ed,60 Acres,,218,2005,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Kothaguda,Telangana,India,Private,128800.0
Sir Vishveshwaraiah Institute of Science and Technology,Co-Ed,,1218,132,2006,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Gownivaaripalli,Andhra Pradesh,India,Private,140666.66666666666
Siddartha Educational Academy Group of Institutions,Co-Ed,17 Acres,1330,84,2009,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Transport, Laboratories, Alumni Associations",Tirupati,Andhra Pradesh,India,Private,161000.0
PERI Institute of Technology,Co-Ed,15 Acres,1936,160,2010,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Guest Room",Mannivakkam,Tamil Nadu,India,Private,205000.0
Nutan Maharashtra Institute of Engineering and Technology,Co-Ed,10 Acres,918,47,2008,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Talegaon Dabhade,Maharashtra,India,Private,250666.66666666666
Miracle Educational Society Group of Institutions,Co-Ed,800 Acres,716,224,2009,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Vizianagaram,Andhra Pradesh,India,Private,118111.11111111111
Maharishi Arvind Institute of Engineering and Technology,Co-Ed,6 Acres,777,130,1999,,"Rajasthan Technical University, Kota","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Jaipur,Rajasthan,India,Private,267000.0
MS Bidve Engineering College,Co-Ed,30 Acres,1181,35,1983,,"Swami Ramanand Teerth Marathwada University, Nanded","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Latur,Maharashtra,India,Private,247200.0
Kuppam Engineering College,Co-Ed,27 Acres,1509,141,2001,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Kuppam,Andhra Pradesh,India,Private,104535.71428571429
Khammam Institute of Technology and Sciences,Co-Ed,,72,172,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Thallampadu,Telangana,India,Private,105807.69230769231
Kalaignar Karunanidhi Institute of Technology,Co-Ed,11 Acres,1915,158,2008,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Coimbatore,Tamil Nadu,India,Private,133571.42857142858
College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,,Facilities,City,State,Country,College Type,Average Fees
Bishop Jerome Institute,Co-Ed,,840,86,2010,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Kollam,Kerala,India,Private,365000.0
Bharat Ratna Indira Gandhi College of Engineering,Co-Ed,10 Acres,156,84,2006,,"Dr Babasaheb Ambedkar Technological University, Lonere","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Kegaon,Maharashtra,India,Private,205111.11111111112
Audisankara Institute of Technology,Co-Ed,11 Acres,1144,190,2008,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Gudur,Andhra Pradesh,India,Private,117700.0
Aravali College of Engineering and Management,Co-Ed,,1083,89,2008,,"JC Bose University of Science and Technology, YMCA, Faridabad","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Guest Room",Faridabad,Haryana,India,Private,325571.4285714286
Apex Group of Institutions,Co-Ed,,1586,79,,,"Rajasthan Technical University, Kota","B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Guest Room",Jaipur,Rajasthan,India,Private,129607.69230769231
Anjuman College of Engineering and Technology,Co-Ed,5 Acres,1916,124,1999,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Nagpur,Maharashtra,India,Private,250428.57142857142
Achariya College of Engineering Technology,Co-Ed,11 Acres,732,124,2010,,"Pondicherry University, Puducherry","B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Guest Room",Villianur,Puducherry,India,Private,104285.71428571428
Rajeev Gandhi Prodyogiki Mahavidyalaya-2,Co-Ed,50 Acres,108,127,2006,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,,Bhopal,Madhya Pradesh,India,Private,80333.33333333333
Nehru Gram Bharati,Co-Ed,76 Acres,6267,125,2008,,,B.Tech Electronics and Communication Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Moot Court, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Kotwan,Uttar Pradesh,India,Private,40436.79245283019
Global Open University,Co-Ed,,1866,66,2006,,,,"Library, IT Infrastructure, Classrooms, Laboratories",Dimapur,Nagaland,India,Private,22570.04694835681
Maharashtra Animal and Fishery Sciences University,Co-Ed,,,74,2002,,,,"Library, Wifi, Alumni Associations",Nagpur,Maharashtra,India,Public/Government,44430.0
Nagaland University,Co-Ed,240 Acres,2534,58,1994,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport",Lumami,Nagaland,India,Public/Government,25507.75
Chaibasa Engineering College,Co-Ed,35 Acres,956,61,2013,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Kelende,Jharkhand,India,Private,120000.0
MS Ramaiah Polytechnic,Co-Ed,,738,52,1997,,,,"Library, IT Infrastructure, Laboratories",Bengaluru,Karnataka,India,Private,29945.714285714286
Government Polytechnic,Co-Ed,30 Acres,2346,87,1980,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Nashik,Maharashtra,India,Public/Government,22653.846153846152
Little Flower Polytechnic,Co-Ed,,1347,2,2010,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories",Gorakhpur,Uttar Pradesh,India,Private,90000.0
Maharashtra Institute of Printing Technology,Co-Ed,,195,3,1978,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, IT Infrastructure, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,79826.66666666667
SV Government Polytechnic,Co-Ed,,1742,49,1957,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure",Tirupati,Andhra Pradesh,India,Public/Government,10327.272727272728
KJ College of Engineering and Management Research,Co-Ed,110 Acres,1224,69,2009,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Yewalewadi,Maharashtra,India,Private,282090.9090909091
East West College of Engineering,Co-Ed,3 Acres,,60,2015,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Library, Sports, Wifi, IT Infrastructure, Transport, Laboratories",Bengaluru,Karnataka,India,Private,2000000.0
Al-Ameen Educational and Medical Foundation's College of Engineering and Management Study,Co-Ed,15 Acres,207,38,2008,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Koregaon Bhima,Maharashtra,India,Private,189000.0
Silicon Institute of Technology,Co-Ed,37 Acres,252,81,2009,,"Biju Patnaik University of Technology, Rourkela","B.Tech Electrical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Sambalpur,Odisha,India,Private,340000.0
Dr Bhimrao Ambedkar Engineering College of Information Technology,Co-Ed,,,,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, IT Infrastructure",Chandpur,Uttar Pradesh,India,Private,254999.99999999997
Vivekanandha College of Engineering for Women,Female,26 Acres,1694,155,2001,2.82,"Anna University, Chennai",,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Tiruchengode,Tamil Nadu,India,Private,216545.45454545456
Aadishwar College of Technology,Co-Ed,25 Acres,855,93,2009,,"Gujarat Technological University, Ahmedabad","B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Bhoyan Rathod,Gujarat,India,Private,263500.0
St Xavier's Catholic College of Engineering,Co-Ed,25 Acres,2214,168,1998,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Nagercoil,Tamil Nadu,India,Private,138750.0
Sreenivasa Institute of Technology and Management Studies,Co-Ed,,2204,184,1998,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kodigunta,Andhra Pradesh,India,Private,153884.61538461538
Rishi MS Institute of Engineering and Technology for Women,Female,5 Acres,376,65,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Hyderabad,Telangana,India,Private,140000.0
RTE Society's Rural Engineering College,Co-Ed,,891,79,1980,,"Visvesvaraya Technological University, Belagavi","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Hulkoti,Karnataka,India,Private,200000.0
Rajiv Gandhi College of Engineering,Co-Ed,41 Acres,1471,91,1983,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Chandrapur,Maharashtra,India,Private,343400.0
Nehru College of Engineering and Research Centre,Co-Ed,,1713,160,2002,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room, Banks Facilities",Pambadi,Kerala,India,Private,297750.0
Nadgir Institute of Engineering and Technology,Co-Ed,,,65,2004,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bengaluru,Karnataka,India,Private,220000.00000000003
Mount Zion College of Engineering,Co-Ed,10 Acres,820,111,2001,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kadammanitta,Kerala,India,Private,133333.33333333334
Moradabad Institute of Technology,Co-Ed,13 Acres,1583,117,1996,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Moradabad,Uttar Pradesh,India,Private,329166.6666666667
Malabar College of Engineering and Technology,Co-Ed,,968,129,2009,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pallur,Kerala,India,Private,300000.0
Lucknow Model Institute of Technology and Management,Co-Ed,10 Acres,87,73,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Guest Room",Lucknow,Uttar Pradesh,India,Private,328000.0
Lingayas Institute of Management and Technology,Co-Ed,15 Acres,1035,117,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Vijayawada,Andhra Pradesh,India,Private,152400.0
Krishna Institute of Technology,Co-Ed,,,102,2008,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories",Kanpur,Uttar Pradesh,India,Private,305000.0
Krishna Chaitanya Institute of Technology and Sciences,Co-Ed,40 Acres,1465,87,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Idupur,Andhra Pradesh,India,Private,149000.0
Kavikulguru Institute of Technology and Science,Co-Ed,,1865,120,1985,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Parsoda,Maharashtra,India,Private,345444.44444444444
KLN College of Engineering,Co-Ed,54 Acres,2294,205,1994,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Guest Room",Kusavapatti,Tamil Nadu,India,Private,234444.44444444444
Jawaharlal Darda Institute of Engineering and Technology,Co-Ed,20 Acres,1280,40,1996,,"Sant Gadge Baba Amravati University, Amravati",,"Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000.0
Jaihind College of Engineering,Co-Ed,10 Acres,961,25,2010,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Pune,Maharashtra,India,Private,182285.7142857143
ISB and M School of Technology,Co-Ed,10 Acres,412,36,2010,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Guest Room",Nande,Maharashtra,India,Private,311000.0
Indur Institute of Engineering and Technology,Co-Ed,,1166,162,2001,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Ponnala,Telangana,India,Private,126571.42857142857
Goel Institute of Technology and Management,Co-Ed,,1863,180,2008,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Lucknow,Uttar Pradesh,India,Private,240642.85714285713
Global Institute of Engineering and Technology,Co-Ed,30 Acres,400,92,2006,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Hyderabad,Telangana,India,Private,121000.0
Genba Sopanrao Moze College of Engineering,Co-Ed,,1836,76,1999,,"Savitribai Phule Pune University, Pune","B.Tech Mechanical Engineering, B.Tech Civil Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,344000.0
Excel Engineering College,Co-Ed,12 Acres,2387,218,2007,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pallakapalayam,Tamil Nadu,India,Private,135000.0
EASA College of Engineering and Technology,Co-Ed,,1216,161,2008,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Thirumalayampalayam,Tamil Nadu,India,Private,160000.0
EGS Pillay Engineering College,Co-Ed,37 Acres,2556,211,1995,3.02,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Nagapattinam,Tamil Nadu,India,Private,167500.0
Don Bosco College of Engineering,Co-Ed,,1162,59,2011,,"Goa University,Taleigao Plateau, Goa","B.Tech Mechanical Engineering, B.Tech Civil Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Margao,Goa,India,Private,488999.99999999994
Delhi College of Technology and Management,Co-Ed,12 Acres,633,72,2008,,"JC Bose University of Science and Technology, YMCA, Faridabad","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Khetala,Haryana,India,Private,248250.0
College of Engineering,Co-Ed,,509,28,2004,,"APJ Abdul Kalam Technological University, Thiruvananthapuram",B.Tech Electronics and Communication Engineering,"Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Thavanakkadavu,Kerala,India,Public/Government,228000.0
